Author_id,Isbn
589,0590870157
590,0590870157
591,0307001164
592,0307001164
593,0307001164
594,0307001164
595,0440441501
596,0590687301
597,0439061644
598,0439569842
588,0439569842
599,0307118703
600,0590418858
601,030720152X
602,0816728739
603,0816728739
604,0816728739
605,0865050880
606,0812519655
606,0812524853
607,0449211770
608,193072229X
606,0812521129
609,0345251733
610,1400077826
611,0312995431
611,0312312628
612,0446394521
613,0590021117
244,068484267X
614,068484267X
615,068484267X
616,0553578693
596,0380709260
617,0380709260
618,0807565288
611,0312986769
94,0345413377
94,0345413369
94,0679893105
619,0061096091
585,0345369068
585,0451184718
607,0449209121
620,0060938455
621,080411952X
622,0060575808
622,0060558865
623,0767912918
624,0553298860
625,0385335679
64,0440122090
626,0671525832
188,0553279572
627,0061009059
628,0060930187
629,0516076272
50,0679450432
630,0821775863
630,0821770209
631,0670855758
632,0553562819
129,0446364193
633,0446519138
634,0425179672
635,0061042943
636,0399144463
637,0399144463
154,0965404560
638,006015781X
639,006015781X
640,0060930705
641,0312206763
642,0316116025
643,0156013967
644,0385314019
645,0743444167
646,0618231617
647,1567920047
648,0811203220
649,1573229148
650,0787955671
651,0787955671
652,0787955671
653,0425174484
654,0385496907
655,0446523992
656,0446523992
657,0446523992
658,0140185216
659,0140185216
660,0684717255
661,0684717255
662,0486272745
663,0486272745
664,0062507249
665,0684801221
666,1576737357
667,0060083298
668,0446672211
669,0140293248
670,0807070718
671,0807070718
672,0743213831
673,0345305477
674,0061080519
675,0142000205
676,0316735027
677,193156146X
135,015600710X
678,0062517856
52,0679767789
679,0449911683
680,0425169626
679,0449207757
679,0449245691
681,0140029400
681,0140021566
682,2253004022
683,2253004022
684,2253005274
685,2253005274
686,225300670X
687,225300670X
688,225300670X
689,2266084372
690,2070362388
691,2266029460
691,2266029460
692,2253007102
693,2253007102
694,2253007102
188,2070417743
695,2070417743
696,2070417743
697,2266033689
698,2070384349
699,2070384349
682,207053880X
700,207053880X
701,2070334368
702,2290314951
703,229000510X
704,3492207006
705,3499177757
706,3499177757
707,3889774016
708,3502670005
709,0905762487
707,3499222604
710,3746670055
57,0140620427
711,3596144434
221,3442724686
46,3442724686
133,0385504209
236,0446525502
712,0385500769
713,0399147012
180,0670892963
340,0688180639
135,0316789089
714,0451197275
330,0425184129
715,0151001006
25,0385505833
716,0679442790
717,0679442790
718,0525943862
556,0609605925
719,0060191929
61,0743206045
373,0684864843
720,0684867818
721,0743406176
722,0380978539
351,0679603352
723,0679410430
236,0446523569
724,0671042556
50,0679450440
725,0140107649
726,0609606727
236,0446527793
236,0446531332
727,1570717257
728,0060192631
729,0385420161
730,0385420161
731,0385420161
732,0345339711
733,052594463X
305,039304016X
369,0399147128
734,0670031046
735,0394574745
129,0316969443
61,0743230051
736,0743230051
129,0316693200
737,0316693200
720,0684868911
738,0842336214
739,0399148582
740,0399148582
373,0684864320
718,0525944834
741,0345428900
742,0451176812
138,0671525794
368,0718144538
743,0446602086
744,0394551427
745,0394551427
746,0064407667
747,0064407667
748,0007100221
749,2253148539
750,2253148539
149,2253043974
751,2253043974
752,2020315491
753,0747549923
754,0743462335
755,0140253580
756,0947782141
757,057120354X
758,0349101779
754,0743222229
759,185479549X
760,0140292918
761,1854795554
762,1858813093
763,2871290911
764,2871290911
765,0198604025
766,1842151053
767,2253063339
768,1860198597
769,0767908473
770,0767908473
771,1842040154
772,0140622063
757,0571209521
749,2264009306
773,1841952931
774,0890877564
775,0890877564
776,1405200677
777,0416196772
778,0747538069
779,0375501347
545,0060927240
780,0316776963
781,156341029X
268,0060934719
782,1886383421
783,1888451084
784,0451450256
785,1555835953
786,0395877563
787,0962893862
788,1555834531
789,0393318435
790,0889740828
413,1563410443
791,1563899388
792,1563411148
793,0553579681
793,0553579673
60,0451181379
794,0786889160
795,0345370740
796,0553574175
796,0553574167
796,0553574159
797,0312287240
798,0679801146
799,0446300101
800,0821750410
60,0425142485
801,0451456548
802,0060006048
803,0312906552
804,0312906552
805,0440117291
806,0425049981
807,0374386676
376,0786886463
808,0345395379
170,0380788497
809,0307215342
807,0374343381
810,0345403339
811,0440226694
811,0440219604
812,0767903285
813,0345429176
410,038529929X
814,1573229571
176,0345418778
815,0517201658
142,0743211383
337,039914370X
816,1884777805
817,0312977905
818,0812521331
819,0812521331
60,0451205421
820,0894342789
821,0440218535
822,0449207595
823,0670844594
824,039457513X
825,0394559487
826,0804001944
827,0590897985
828,0689832877
829,0689832877
830,0689829698
831,0689829698
832,0439042917
568,0064409457
833,0064409457
568,0064405052
833,0064405052
834,043922165X
835,0152162445
835,0152162577
835,015216250X
836,1562477528
837,0439221676
838,0439221684
837,0439221684
837,0439221714
837,0439221706
837,0439221730
839,0440415993
840,0895872102
841,068983585X
842,068983585X
176,0345391802
843,0440219078
844,185424597X
845,185424597X
846,2080105434
847,349913358X
848,3257201761
115,3404121686
849,3404121686
850,3404121686
115,3404118960
851,3404118960
852,3404118960
853,3404118960
854,0345356578
854,0345346971
716,0753804700
142,0451155750
481,0786890436
482,0786890436
142,0786890436
855,0415928087
856,0415928087
857,0521427150
858,0812923278
859,0884111342
860,0345428544
176,0671694049
861,080901582X
247,0449006557
862,0373250339
863,0380820447
864,0385497679
865,0385497679
866,0385497679
867,0451454243
868,0941423042
869,0373871562
105,0553101439
870,0898151910
871,0835949362
872,0880701102
145,039914563X
873,0312853238
874,0688048730
875,0688048730
145,0425161722
876,0425161722
25,0385493800
877,0849916399
878,1928791107
879,1928791107
880,067175145X
25,0440211727
881,0877192820
882,0380002450
883,0793133955
883,0793133955
884,0394178017
145,0425134350
885,0385479689
886,0385479689
887,0380754851
888,0380538504
889,044661162X
626,0671742566
183,0515122408
890,0440222818
891,0451204050
892,038533334X
893,0449131548
894,0440120470
895,0451188209
896,0451188209
231,0440130913
436,0449001954
50,0345404777
897,0451185277
543,0440224829
898,0671779338
532,0515134368
187,0380759497
899,0380759497
574,3442098424
900,3442098424
901,0394578791
902,1558505377
903,0373245696
904,0743201078
905,068983571X
906,0553256785
907,0892967994
908,0061064505
909,0061064505
910,1551668785
911,0836230868
912,0381999866
913,0380817144
914,0380752115
915,0553212583
484,0446364762
571,0425166619
916,061312975X
917,0765341972
918,0590514776
919,0373037430
920,0064472779
921,0553581279
922,0373750013
923,0393030342
565,0553561618
271,0312422156
924,0425139069
925,0450029956
926,0450029956
927,0130139165
928,0373196741
882,0451524489
929,0451524489
930,0140065172
25,044022165X
931,0373123485
932,0373123108
933,0590225170
934,0590225170
571,0399143165
935,044132231X
936,0425124347
937,0786889705
938,0312282990
939,0425137945
939,042512892X
939,0425113892
940,0394820371
941,0394820371
942,0449134482
943,014036336X
536,0375821813
944,0812516826
945,0345348036
946,0679420118
947,0871137380
948,0741409690
948,0741407213
948,0759612277
948,0741402858
948,1585007366
948,074141127X
948,0741403471
948,0741403781
948,0741403056
948,0741405784
948,0741402912
241,0553568760
50,034538184X
949,0140620125
57,0140620109
950,0375420827
176,0671745530
951,0805062971
949,0553211412
952,0671510053
953,1573229385
954,0945397410
955,0385334036
220,0060914653
187,0345347536
956,055321313X
957,3473540420
958,0375507256
538,0060529709
959,0876850867
658,0140274154
960,0679743464
960,0375704027
961,0375704027
962,0874067391
963,0874067391
964,0590484753
965,0451527038
966,0451527038
967,1590520777
968,1590520777
964,0590484672
969,0975311255
970,0743237188
132,0553586122
616,0553584510
630,0345341201
971,1551662744
231,0440175623
231,0440216842
972,0345443284
973,0553285653
974,0394800133
975,0394800133
976,0060972777
977,0064401472
978,0064401472
71,0156001942
979,055326382X
351,0345418018
665,0684801469
980,0393961192
981,0393961192
982,0393961192
698,9997522052
312,0872203492
983,0872203492
984,0872203492
985,0872203492
211,0312420145
986,0911104542
987,0375401318
988,0140253602
989,0671789422
990,1566193966
991,014016930X
992,0140077022
993,0679732764
285,0553273604
285,0553273914
994,0060256672
994,0060256672
995,039592720X
996,1859671500
997,1859671500
998,1859671500
999,1859671500
1000,0810935627
150,0060928336
465,0671003755
1001,0553268449
1002,0684844729
1003,0395051649
1004,0395051649
1005,0375705228
149,038001503X
1006,0835607860
1007,158574218X
1008,158574218X
1009,0806996021
1010,0440215625
780,0316777730
1011,0375501851
1012,0877733759
1013,0805019367
1014,0140070206
1015,0140236589
760,0140042393
1016,1590520653
1017,1590521994
1018,1590521994
1019,3446202218
1020,3446202218
578,3499134446
1021,067142517X
1022,0671726889
129,0446601241
142,0451124340
574,0345384466
129,0446604801
574,0345422392
1023,0679734775
1024,0440414717
1025,0689715625
1026,0689715625
921,0812539389
1027,0152013369
939,0425124819
80,0345409469
1028,0345409469
1029,1558747346
1030,0373250177
1031,0763615382
1032,0965975401
1033,0965975401
1034,0965975401
1035,0965975401
1036,0141001771
1037,068930935X
454,0451523369
1038,0786884622
1039,0449005569
1040,0671027344
1041,0786927089
1042,0786927089
1043,0684831058
285,006019491X
1044,006019491X
1045,0684819066
1046,0375420673
1047,0140368558
1048,0395353416
285,0066211611
1049,0066211611
1050,0312254164
1051,0312254164
1052,3453147243
1053,3746611229
1054,3492229336
1055,3453177800
1056,3423009152
1057,3596133319
1058,3822813397
1059,3426871874
1060,3453171977
462,3423620005
1061,3423620005
732,034537522X
732,0345375211
1062,0345375211
1063,034545829X
658,0140042520
268,0380789035
1064,0446677574
1065,0345358791
578,0060964049
1066,0380558483
1067,1558171398
1068,0425121046
1069,0441317502
1070,0804102279
1071,0812551389
1072,0345298985
854,0345316991
854,034531042X
854,0345310306
854,0345310292
854,034531011X
1073,0679734058
713,0451130448
1074,0553266500
410,0440206154
40,0345370775
1075,0441366945
1076,0441366945
1077,0441366945
1078,0441366945
1079,0553574833
1080,0553574833
1081,0915950839
1082,0060242388
1083,0452265347
630,0743457943
369,0373484224
1084,0553205757
1085,0060171510
1086,0312421001
1087,0786000988
268,0380789019
1088,0451135989
815,0380018179
1089,0679004785
1090,0684825821
1091,0517395754
1092,067101420X
221,0679457313
1093,0394557433
1094,0553571656
498,0312169787
1095,0942257324
1096,0805008950
1097,0786866276
1098,0151000638
8,0151000638
1099,0140266771
989,015644450X
723,0679723420
1100,0441004016
1101,0671500546
270,0140620338
546,0460878263
1102,0460878263
199,3257061269
1103,3257061269
1104,3453210999
1105,3404126661
236,3453177622
1106,3453177622
1107,3453863593
1108,3499108518
1109,3518367064
1040,3453199766
1110,3746670144
1111,3746670144
1052,3453088433
1112,0425137015
1113,0425137015
1114,0425137015
1115,0425137015
1116,0553572490
105,0553576976
1117,0451450604
1118,0441001335
1119,0451454677
1120,0373257074
1121,0441435351
1122,0373092237
1123,0373057296
1124,0373058446
758,0349103232
220,0571197779
1125,0679745653
495,0571200389
1126,0785268480
1127,0785268480
1128,0785268480
1129,014044503X
1130,014044503X
1131,014044503X
1132,0851707777
1133,0006276199
1133,0551031123
1133,0551030682
1133,0551032510
1134,0551032510
1135,000649840X
86,0140431268
224,0099771519
1136,0486265862
136,067102535X
959,0876855575
1137,0330376136
1138,0140272658
1139,3407780028
1139,3407780028
1139,3407780117
1139,3407780117
1140,3257250398
1141,3257250398
1140,3257250053
1141,3257250053
1142,3257250460
1143,3442435951
1144,3442435838
1145,3442435838
1146,3608919724
1147,3608919724
1148,3608919724
1149,3453132262
1150,3453132262
1151,379411664X
1152,379411664X
1139,340780573X
1153,3407805853
951,0385720920
951,0385498721
1154,0972948503
1155,0972948503
485,0380813815
79,2070372294
1156,2264030542
1157,0030615321
1158,0836217632
1159,0140099832
253,0385314744
1160,0316107417
1161,0894803700
368,0449221164
1162,0553801031
964,0590457225
1163,0316929190
1164,0553052845
281,0140390693
1165,0140390693
1166,0140390693
1167,0439404371
1168,0439404371
1169,0939766027
1170,0939766027
1171,0679741011
1172,0345307674
93,0425071421
433,0345297687
281,0766607119
1173,0766607119
1174,0766607119
1175,1573225789
1176,0380754843
1177,0380754843
433,0345368940
1178,0345331605
1179,0425050807
1180,044100962X
342,0553296981
1181,0553296981
1182,0553296981
1183,1895383129
1184,0375724575
1185,067163884X
1186,0553140434
1187,0029087104
1188,0425050750
795,0345285549
1189,0345285549
795,0345290240
187,0345301870
142,0451169530
77,067168390X
279,0385335881
279,0385335482
351,0553258001
1190,0671679627
1191,0375704043
869,0373871279
1192,0373484070
467,0805063889
1193,068986020X
1194,0671568809
1195,1573228567
458,0553582658
1196,051513399X
369,0373218400
1197,0449217868
1198,0671573020
1198,0671573020
1199,0517006456
1200,0786867086
1201,0786867086
1202,1569471800
1203,0374216495
1204,0312274572
1205,0316825336
1206,0871137631
1207,0679419152
151,0060192895
1208,0826308791
1209,0140259198
1210,0345435249
268,0441003257
256,0441003257
585,0451202503
236,0446606812
1211,0671028375
1212,0451181468
346,0399149759
1213,0345384733
1214,0671759361
1215,0830724982
571,0399146008
1216,3442720001
1217,0515132632
1218,044990671X
1219,0688124402
1220,0929587081
1221,155970117X
1222,155970117X
1223,0688105408
1224,0871130297
1225,0440500095
1226,1570362084
55,0060930535
1227,0375702709
1228,044990928X
1229,0671038184
1230,0060916508
1231,0756401453
1232,0963270702
1233,0399242562
1234,0552996009
433,0708881297
1235,0708881297
760,0142000663
94,0590542443
94,0590112899
94,0590660543
351,0345361792
1236,0552999512
1237,041619513X
1238,0855030224
1238,0855030224
292,0861638522
1239,0861638522
1240,0575073314
1240,0575073004
1241,0394404289
1242,000636988X
1243,1578562333
1244,0345458915
1245,038531258X
171,006092988X
1246,0140317937
1247,0140317937
1248,0743225406
1249,0553256696
1250,0553256696
1251,0553256696
1252,0785263780
1253,0785263780
1254,0802433243
52,0375413081
1255,1400034779
1256,038533303X
1088,0451163753
1257,0440414520
1258,0786885688
1259,0671880187
1260,1558506454
1261,0895773538
1262,0385247745
1263,0385247745
231,0385293542
1264,0802069347
1265,0671721038
441,0671311891
795,0345387007
1266,037570504X
1234,0767902521
1267,0892967048
1268,0553377868
1269,0553377868
1270,0472113658
1271,0609608444
1272,0670032425
1273,0915811332
18,1558744606
19,1558744606
20,1558744606
8,080410753X
403,0451526503
732,0345325818
1274,044023767X
1275,014131088X
1276,043909013X
1277,0140244824
1278,155643068X
1278,096478260X
1279,096478260X
1278,155643152X
1280,0553346768
1281,0884043142
1282,0743221990
1283,0312983212
1284,0553486411
1285,3478088534
1286,3821807059
1287,0865532168
1288,059040640X
962,1566197155
1289,0805210318
1290,0805210318
1291,031227999X
25,0385508417
25,0385510438
1292,0848705459
346,0380723638
1293,0718001044
1294,0307132668
1295,0812515722
1296,0373169876
1297,0890842795
1298,0385324057
188,9505470010
1299,0609602535
534,0425185710
1300,0061030651
713,0425178773
1301,0553575619
1302,0671578391
1303,0425095584
1304,0451409086
1283,031298250X
1300,006109594X
176,0671527215
1305,0486203077
1306,0671522817
1307,0618074716
1308,1400062888
1309,0618045996
1310,0312303033
1311,1931520038
1118,0671318314
1001,0553377876
1312,1558612815
734,014025448X
356,0060934417
61,0671793489
397,0174434642
1313,0174434642
1314,0679772677
108,0312983824
556,0449149676
556,0449006344
458,0553568183
1315,0451191153
1316,0451191153
955,0440224624
57,0451523067
1317,0451523067
1317,0451523067
542,0743418174
57,0451526295
282,0451526295
490,0440214424
57,0451187903
282,0451187903
412,0385491050
373,0671036505
1318,0553213504
1319,0446605891
192,0394758285
61,0671004565
1320,0345370805
1198,0375703055
135,0156006529
1321,0156006529
555,0446673544
149,0140256369
1322,0140256369
1323,0312243022
135,0316789844
1324,0679761837
412,0385490445
161,0380725398
1325,0345316770
610,0375700757
612,0070212570
1228,0385480016
719,0061098361
1325,0061093092
109,0821758950
274,0679729917
501,0451411013
1326,0446611239
1327,0446611239
1328,0553580078
713,0425189414
1329,0812909372
1330,0812909372
1331,0451410912
135,0316781266
403,0486280616
1332,0743405978
142,0671032658
1333,0446607835
1334,0446607835
1335,0451402103
1336,0373250223
1337,0380817683
1162,0671701053
1338,0671000381
1339,006101253X
1340,0671689231
920,0380814021
1341,0373711026
1342,0373710992
1343,0373711107
1344,0440217806
919,0373711123
1345,0373711115
1346,0373711131
151,0061098795
1347,0791423549
1348,0791423549
1349,0375725784
1350,0465016146
1350,0465016103
1351,0373226519
270,0380012774
767,225313922X
1352,0142004030
1353,0452281784
1354,0375704558
1355,038533656X
1356,0743230213
1357,0345436911
464,0452284481
1358,0802135196
644,0440217520
1359,0373834985
1360,0679450548
1361,0451135555
732,0345339703
732,0345339703
1362,038039586X
1352,0670030643
1363,0060929596
1364,3499232871
1365,0374516901
1366,0440131480
1367,0609600745
1368,0609600745
1369,0375707425
717,0375707425
145,3453151933
85,3453151933
1370,3453151933
1371,0231105592
1372,0590317822
1373,014056232X
1374,0590447319
1375,0440940001
1376,0440401119
1377,0440203155
873,0812565959
1378,034536628X
1379,0880387483
1379,0880387300
1380,0880387300
563,0425163385
714,0743444051
1381,0061056103
1282,0671042262
563,0425157539
160,0553585681
160,0553585118
1382,0886777690
61,0743212002
736,0743212002
1383,3426650754
1384,1854877178
1385,0380803526
1386,0373152655
1387,0373152655
919,0373152655
1388,0451404033
1389,1583140352
1390,1854879073
1391,0821728326
369,037348397X
1392,0380773155
1393,0380773155
115,3404100263
1394,0679731148
1395,2070417700
1396,2070417700
665,2070360075
1397,0786889373
1395,2207245810
1395,2207250474
1398,2207250474
1395,2290331406
1399,2290331406
1395,2070426815
1395,2290305251
760,2070364283
1400,2266128566
1401,2070363104
199,2253152277
1402,2207252000
1403,2207252000
571,2253170453
1404,2723409821
1405,2723409821
1406,2070415686
1407,2070415686
1395,2258036992
1395,2207251756
690,2266000489
1408,2070360423
1409,0394822862
1410,0394822862
1411,0874493803
1412,1569870942
1413,1569870942
1414,1579730272
1415,1579730272
1416,0307177092
1417,2253004898
1418,0812094271
1419,0812094271
1420,0812094271
1421,0380600129
1422,0380600129
1188,0451522389
1423,0451522389
